order_number,order_date,serial_number,product_name,item_type,registration_no
4,30-04-2025,MS2504122A0694,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,MS2504122A1874,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,MS2504112B1819,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,MS2504122A2319,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,MS2504072C0667,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,MS2502102B3903,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,SYS119116169286,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-7571246
4,30-04-2025,MS2504122A0694,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,MS2504122A1874,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,MS2504112B1819,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,MS2504122A2319,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,MS2504072C0667,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,MS2502102B3903,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-7571246
4,30-04-2025,SYS119116169286,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-7571246
4023,01-05-2025,2411093314,DEYE 15.00 KW,Inverter,GUJ/RT/COM/10188331
4025,22-04-2025,RSEQTG4140425229604,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEQTG4140425229594,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEQTG5180425226670,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEQTG4140425230453,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEQTG4140425229904,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEQTG4140425229784,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEQTG4140425229675,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEQTG4140425229605,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEQTG5180425227075,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEPTG5190225320405,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEPTG5190225320368,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEPTG5190225320140,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEQTG4140425230428,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,RSEQTG4140425229608,RAYZON NON DCR TOPCON 585 WP,Solar Panel,GUJ/RT/RES/10186743
4025,22-04-2025,SYS11911SC23649,SOLAR YAAN 8.0 KW,Inverter,GUJ/RT/RES/10186743
4029,05-03-2025,WS02249031598561,WAAREE NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10176793
4029,05-03-2025,WS02249031598544,WAAREE NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10176793
4029,05-03-2025,WS02249031598546,WAAREE NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10176793
4029,05-03-2025,WS02249031598642,WAAREE NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10176793
4029,05-03-2025,WS02249031598644,WAAREE NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10176793
4029,05-03-2025,WS02249031598141,WAAREE NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10176793
4029,05-03-2025,SYS1191161B9649,SOLAR YAAN 3.3 KW,Inverter,GUJ/RT/RES/10176793
4030,19-02-2025,WS022490331598550,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074979,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074992,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074980,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074991,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074975,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074965,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074974,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074994,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044072701,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044072697,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,SYS119119126802,SOLAR YAAN 6.0 KW,Inverter,GUJ/RT/COM/10174358
4030,19-02-2025,WS02249031598550,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074979,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074992,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074980,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074991,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074975,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074965,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074974,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044074994,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044072701,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,WS02259044072697,WAAREE NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/COM/10174358
4030,19-02-2025,SYS119119126802,SOLAR YAAN 6.0 KW,Inverter,GUJ/RT/COM/10174358
4032,18-02-2025,RSCB2M0040125126256,RAYZON NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10174290
4032,18-02-2025,RSCB2M0040125126302,RAYZON NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10174290
4032,18-02-2025,RSCB2M0040125126301,RAYZON NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10174290
4032,18-02-2025,RSCB2M0040125126260,RAYZON NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10174290
4032,18-02-2025,RSCB2M0040125126236,RAYZON NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10174290
4032,18-02-2025,RSCB2M0040125126265,RAYZON NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10174290
4032,18-02-2025,RSCB2M0040125126159,RAYZON NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10174290
4032,18-02-2025,RSCB2M0040125126263,RAYZON NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10174290
4032,18-02-2025,RSCB2M0040125126214,RAYZON NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10174290
4032,18-02-2025,RSCB2M0040125126216,RAYZON NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10174290
4032,18-02-2025,SYS5500W SYS119118129707,SOLAR YAAN 6.0 KW,Inverter,GUJ/RT/RES/10174290
4033,16-01-2025,WS02259044074967,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS02259044074977,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS1224904203151,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS02259044074987,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS02259044074982,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS02259044074981,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS02259044074989,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS02259044074927,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS02259044074955,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS02259044074986,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS12249042343932,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS12249042403148,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,WS12249042343927,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169548
4033,16-01-2025,SYS11911SC23456,SOLAR YAAN 7.0 KW,Inverter,GUJ/RT/COM/10169548
4034,16-01-2025,WS02259044074882,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074849,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074958,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074962,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074880,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074956,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074957,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074963,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074972,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074983,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074971,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074961,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,WS02259044074952,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169529
4034,16-01-2025,SYS11911SC23437,SOLAR YAAN 7.0 KW,Inverter,GUJ/RT/COM/10169529
4035,16-01-2025,WS02259044072689,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS02259044072571,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS02259044072699,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS02259044072703,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS02259044072707,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS02259044072634,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS02259044072705,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS02259044072679,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS02259044072702,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS12249042343970,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS12249042343949,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS12249042343945,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,WS12249042343930,WAAREE NON DCR BIFACIAL 545 WP,Solar Panel,GUJ/RT/COM/10169541
4035,16-01-2025,SYS11911SC24054,SOLAR YAAN 7.0 KW,Inverter,GUJ/RT/COM/10169541
4036,23-12-2024,95409001-0125857141,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853284,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859353,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853281,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125852337,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859358,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859338,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853287,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853292,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125854688,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125857118,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853288,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853293,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853286,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853294,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853283,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853295,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853282,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125854703,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859361,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859337,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859339,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,SYS11911SD23303,SOLAR YAAN 12.0 KW,Inverter,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125857141,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853284,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859353,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853281,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125852337,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859358,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859338,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853287,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853292,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125854688,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125857118,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853288,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853293,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853286,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853294,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853283,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853295,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125853282,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125854703,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859361,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859337,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,95409001-0125859339,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10166349
4036,23-12-2024,SYS11911SD23303,SOLAR YAAN 12.0 KW,Inverter,GUJ/RT/IND/10166349
4037,17-12-2024,95409001-0125859355,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859386,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859388,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859392,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859380,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859371,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859382,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859378,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859350,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859381,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859384,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859374,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859370,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859375,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859366,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859365,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859373,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859383,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859376,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859377,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859368,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,95409001-0125859367,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165330
4037,17-12-2024,SYS11911SD23389,SOLAR YAAN 12.0 KW,Inverter,GUJ/RT/IND/10165330
4038,14-12-2024,95409001-0125856908,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856901,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856911,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856898,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856912,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856897,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856913,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856895,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856916,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856896,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856306,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856887,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856360,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856893,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856902,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856876,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856903,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856377,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856904,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856880,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856905,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856878,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856906,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856884,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856907,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856879,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856881,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,95409001-0125856873,APS NON DCR BIFACIAL 540 WP,Solar Panel,GUJ/RT/IND/10165141
4038,14-12-2024,SYS11911SF22319,SOLAR YAAN 15.0 KW,Inverter,GUJ/RT/IND/10165141
4039,12-12-2024,MS2301152B2012,ADANI NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10164860
4039,12-12-2024,MS2301142A1351,ADANI NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10164860
4039,12-12-2024,MS2301152B2053,ADANI NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10164860
4039,12-12-2024,MS2301152B1089,ADANI NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10164860
4039,12-12-2024,MS2301142A3110,ADANI NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10164860
4039,12-12-2024,MS2301152B1953,ADANI NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10164860
4039,12-12-2024,MS2301152B1972,ADANI NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10164860
4039,12-12-2024,MS2301132B0870,ADANI NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10164860
4039,12-12-2024,MS2301152B0754,ADANI NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10164860
4039,12-12-2024,MS2301152B2012,ADANI NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10164860
4039,12-12-2024,MS2301142A1351,ADANI NON DCR BIFACIAL 550 WP,Solar Panel,GUJ/RT/RES/10164860
